alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
grill-counter-compton,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 33.8872567, 'longitude': -118.249647}",(310) 933-8454,20473.759772536603,1moe4P1SHRquPMHM8cGlYQ,https://s3-media4.fl.yelpcdn.com/bphoto/ifIjwdmg4sVAlD420e75ug/o.jpg,False,"{'address1': '918 S Central Ave', 'address2': None, 'address3': '', 'city': 'Compton', 'zip_code': '90220', 'country': 'US', 'state': 'CA', 'display_address': ['918 S Central Ave', 'Compton, CA 90220']}",Grill Counter,+13109338454,$,5.0,73,['pickup'],https://www.yelp.com/biz/grill-counter-compton?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
casa-chapina-restaurant-los-angeles,"[{'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 34.0806198120117, 'longitude': -118.309379577637}",(323) 246-1997,2371.629878407244,nxsv2OEn59pBIr8QXFExDw,https://s3-media1.fl.yelpcdn.com/bphoto/Wk0oaPNkyZJA3JvSAq4TCA/o.jpg,False,"{'address1': '501 N Western Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['501 N Western Ave', 'Los Angeles, CA 90004']}",Casa Chapina Restaurant,+13232461997,$,4.0,16,"['delivery', 'pickup']",https://www.yelp.com/biz/casa-chapina-restaurant-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
5-star-kitchen-los-angeles,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 34.00341, 'longitude': -118.32267}",(323) 316-8576,6453.761715504415,Z78z-cVDpkd4kn0aNmnnUQ,https://s3-media2.fl.yelpcdn.com/bphoto/JAh-5dwGK8vLCRgxLD-T7Q/o.jpg,False,"{'address1': '2700 W Vernon Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90008', 'country': 'US', 'state': 'CA', 'display_address': ['2700 W Vernon Ave', 'Los Angeles, CA 90008']}",5 Star Kitchen,+13233168576,$,4.5,20,"['pickup', 'delivery']",https://www.yelp.com/biz/5-star-kitchen-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
fala-bar-los-angeles,"[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'kosher', 'title': 'Kosher'}]","{'latitude': 34.0838803743991, 'longitude': -118.358774911268}",(323) 424-7131,4243.380028435182,ZLFWmPcu6D6UBomUTpjJRg,https://s3-media3.fl.yelpcdn.com/bphoto/tLoaBk6dkddToqsXQx_nVg/o.jpg,False,"{'address1': '7751 1/2 Melrose Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7751 1/2 Melrose Ave', 'Los Angeles, CA 90046']}",Fala Bar,+13234247131,$$,4.5,308,['pickup'],https://www.yelp.com/biz/fala-bar-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
ms-anns-donuts-and-cafe-los-angeles,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 33.94534, 'longitude': -118.27352}",(323) 696-9499,13659.138902244824,1ZrsUnoooIJ-J21j6KBuSA,https://s3-media3.fl.yelpcdn.com/bphoto/An0QlVNcB6qrNxHYN6sqTg/o.jpg,False,"{'address1': '100 E Century Blvd', 'address2': 'Ste A', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90003', 'country': 'US', 'state': 'CA', 'display_address': ['100 E Century Blvd', 'Ste A', 'Los Angeles, CA 90003']}",Ms. Ann's Donuts and Ca'fe,+13236969499,,5.0,3,[],https://www.yelp.com/biz/ms-anns-donuts-and-cafe-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
commerson-los-angeles,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0606000129465, 'longitude': -118.344509529215}",(323) 813-3000,2133.435860479303,uGG2jfr3ROvKN0DbPK-7xQ,https://s3-media4.fl.yelpcdn.com/bphoto/cgwRJdLX1j4a8KdCkhSPvg/o.jpg,False,"{'address1': '788 S La Brea Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['788 S La Brea Ave', 'Los Angeles, CA 90036']}",Commerson,+13238133000,$$,4.0,373,"['delivery', 'pickup']",https://www.yelp.com/biz/commerson-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
kabob-bowl-los-angeles-4,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]","{'latitude': 34.1152705, 'longitude': -118.2460433}",(323) 474-6399,9199.776790649892,aJwc6FwkLgel0uE2ju997Q,https://s3-media3.fl.yelpcdn.com/bphoto/_THU46y6-chNtD4t5w-g7g/o.jpg,False,"{'address1': '3125 N San Fernando Rd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90065', 'country': 'US', 'state': 'CA', 'display_address': ['3125 N San Fernando Rd', 'Los Angeles, CA 90065']}",Kabob Bowl,+13234746399,$,5.0,98,[],https://www.yelp.com/biz/kabob-bowl-los-angeles-4?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
jacks-thai-b-b-q-cuisine-los-angeles,"[{'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 34.05305, 'longitude': -118.24189}",(562) 659-5521,7388.759268295117,2iF_FLc1KJEikHkGbUot4A,https://s3-media2.fl.yelpcdn.com/bphoto/qq6ATxUB0i2ccJPZEnBvGg/o.jpg,False,"{'address1': '200 N Main St', 'address2': '', 'address3': ""City Hall Farmer's Market"", 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['200 N Main St', ""City Hall Farmer's Market"", 'Los Angeles, CA 90012']}",Jack's Thai B B Q / Cuisine,+15626595521,$,5.0,5,[],https://www.yelp.com/biz/jacks-thai-b-b-q-cuisine-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
papas-in-the-kitchen-los-angeles,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'personalchefs', 'title': 'Personal Chefs'}]","{'latitude': 34.09821, 'longitude': -118.35239}",(310) 729-6282,7079.830618359903,v7Tuy8IrhRwCFeY1YHeIYQ,https://s3-media4.fl.yelpcdn.com/bphoto/iqQ6RK_4Mi_OOj0uLJhlYQ/o.jpg,False,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90046']}",Papa's in the Kitchen,+13107296282,$$,5.0,24,[],https://www.yelp.com/biz/papas-in-the-kitchen-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
woo-ri-jip-los-angeles,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 34.04751, 'longitude': -118.30728}",(323) 733-3042,2047.740730323705,CAKg9VKeawrWDAX5gEocCg,https://s3-media2.fl.yelpcdn.com/bphoto/mI0KCqS073I-yVn9FWWdEw/o.jpg,False,"{'address1': '3029 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['3029 W Pico Blvd', 'Los Angeles, CA 90006']}",Woo Ri Jip,+13237333042,$$,4.5,4,[],https://www.yelp.com/biz/woo-ri-jip-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
new-china-mongolian-bbq-los-angeles,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'mongolian', 'title': 'Mongolian'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.00896, 'longitude': -118.3349751}",(323) 389-8168,5967.503321111322,EzstcuNUD06nlmIx7wAWlg,https://s3-media2.fl.yelpcdn.com/bphoto/PPH3jtAv5yw-VpUNks89Cg/o.jpg,False,"{'address1': '4134 Crenshaw Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90008', 'country': 'US', 'state': 'CA', 'display_address': ['4134 Crenshaw Blvd', 'Los Angeles, CA 90008']}",New China Mongolian Bbq,+13233898168,,4.5,26,[],https://www.yelp.com/biz/new-china-mongolian-bbq-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
livonia-glatt-market-los-angeles-2,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'kosher', 'title': 'Kosher'}]","{'latitude': 34.05496, 'longitude': -118.38651}",(310) 271-4343,6052.181010847215,65rj9iGVzdnuOqfZwlNK8Q,https://s3-media2.fl.yelpcdn.com/bphoto/Gs9zYiaUjbOX50inWRHtdw/o.jpg,False,"{'address1': '8922 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90035', 'country': 'US', 'state': 'CA', 'display_address': ['8922 W Pico Blvd', 'Los Angeles, CA 90035']}",Livonia Glatt Market,+13102714343,$,4.0,33,[],https://www.yelp.com/biz/livonia-glatt-market-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
gc-crepe-makers-los-angeles-2,"[{'alias': 'creperies', 'title': 'Creperies'}]","{'latitude': 34.0829134327856, 'longitude': -118.360738257342}",(323) 244-9784,4331.669793552518,mncDPeq6C8WYwvvzY6xpTA,https://s3-media1.fl.yelpcdn.com/bphoto/seVRDBCSemaGVSTgxSJFvw/o.jpg,False,"{'address1': '7850 Melrose Ave', 'address2': '', 'address3': 'Melrose Trading Post Food Court', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['7850 Melrose Ave', 'Melrose Trading Post Food Court', 'Los Angeles, CA 90036']}",GC Crepe Makers,+13232449784,$,5.0,7,[],https://www.yelp.com/biz/gc-crepe-makers-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
kanom-thai-ram-2-los-angeles,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'thai', 'title': 'Thai'}]","{'latitude': 34.1020126342773, 'longitude': -118.303237915039}",(323) 667-2055,4807.0722990523545,NA9aMSQVEVSSuYGCbWFBfQ,https://s3-media1.fl.yelpcdn.com/bphoto/MsIuy3Cu4JjubzvdH3RBVw/o.jpg,False,"{'address1': '5185 Hollywood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['5185 Hollywood Blvd', 'Los Angeles, CA 90027']}",Kanom Thai Ram 2,+13236672055,$,4.5,13,[],https://www.yelp.com/biz/kanom-thai-ram-2-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
the-carving-board-los-angeles-2,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.028883, 'longitude': -118.44268}",(310) 478-7500,11752.826272778973,xvkQxQ8WoNoHwHw5rqxLuA,https://s3-media3.fl.yelpcdn.com/bphoto/Ih-C0oDoPPE_Emiur15rNQ/o.jpg,False,"{'address1': '11676 Gateway Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90064', 'country': 'US', 'state': 'CA', 'display_address': ['11676 Gateway Blvd', 'Los Angeles, CA 90064']}",The Carving Board,+13104787500,$$,4.5,318,['delivery'],https://www.yelp.com/biz/the-carving-board-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
ciabatta-bar-hollywood-los-angeles-3,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.09761, 'longitude': -118.3313}",(323) 500-1121,4111.964409324017,h_c4R4i5JVfvBMq1AnAXCA,https://s3-media2.fl.yelpcdn.com/bphoto/rKyhjuPyBa7aq84BOkIz9w/o.jpg,False,"{'address1': '6464 W Sunset Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6464 W Sunset Blvd', 'Los Angeles, CA 90028']}",Ciabatta Bar Hollywood,+13235001121,$$,4.5,69,['pickup'],https://www.yelp.com/biz/ciabatta-bar-hollywood-los-angeles-3?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
druzhba-deli-los-angeles,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]","{'latitude': 34.09767, 'longitude': -118.30398}",(323) 662-2222,4287.718658050114,gXBDOQEbT5e6ds-whndHxQ,https://s3-media1.fl.yelpcdn.com/bphoto/2KQEEB9eJIRstsYwm7tZYA/o.jpg,False,"{'address1': '5222 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['5222 W Sunset Blvd', 'Los Angeles, CA 90027']}",Druzhba Deli,+13236622222,$$,4.5,19,"['pickup', 'delivery']",https://www.yelp.com/biz/druzhba-deli-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
blu-jam-café-los-angeles-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.0837144354804, 'longitude': -118.350571407739}",(323) 951-9191,3644.3428792604122,ki5SNb4Lli6uOklz6BXXGw,https://s3-media4.fl.yelpcdn.com/bphoto/XE1J0GjYpoTEKbjv0ayhWA/o.jpg,False,"{'address1': '7371 Melrose Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7371 Melrose Ave', 'Los Angeles, CA 90046']}",Blu Jam Café,+13239519191,$$,4.0,4711,[],https://www.yelp.com/biz/blu-jam-caf%C3%A9-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
j-and-g-ornamental-iron-and-bar-b-q-pits-los-angeles,"[{'alias': 'metalfabricators', 'title': 'Metal Fabricators'}, {'alias': 'grillingequipment', 'title': 'Grilling Equipment'}]","{'latitude': 33.94899, 'longitude': -118.2737551}",(323) 234-2419,13275.873845073229,3m8wB8EvW4vnXE9oqtmUyQ,https://s3-media1.fl.yelpcdn.com/bphoto/FFgNNhyZQAnFkrdv2Etr5A/o.jpg,False,"{'address1': '9602 S Main St', 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90003', 'country': 'US', 'state': 'CA', 'display_address': ['9602 S Main St', 'Los Angeles, CA 90003']}",J & G Ornamental Iron & Bar-B-Q Pits,+13232342419,,5.0,4,[],https://www.yelp.com/biz/j-and-g-ornamental-iron-and-bar-b-q-pits-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
manpuku-japanese-yakiniku-dining-los-angeles-2,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.073128, 'longitude': -118.376015}",(323) 847-5061,5193.432208815425,quDRbtVyZHsvVeEMe0K6zw,https://s3-media2.fl.yelpcdn.com/bphoto/J__CItWMuzEPPvIcKYpbTg/o.jpg,False,"{'address1': '8486 W 3rd St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8486 W 3rd St', 'Los Angeles, CA 90048']}",Manpuku Japanese Yakiniku Dining,+13238475061,$$$,4.5,71,[],https://www.yelp.com/biz/manpuku-japanese-yakiniku-dining-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
baby-blues-bbq-los-angeles-4,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.0782319760422, 'longitude': -118.261148259044}",(213) 529-4062,5848.420578331979,ziFEekgYx0kSfY1k2OvvLA,https://s3-media3.fl.yelpcdn.com/bphoto/_Teon5XNrLzdilfguqQi4A/o.jpg,False,"{'address1': '1901 W Sunset Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1901 W Sunset Blvd', 'Los Angeles, CA 90026']}",Baby Blues BBQ,+12135294062,,3.5,107,"['delivery', 'pickup']",https://www.yelp.com/biz/baby-blues-bbq-los-angeles-4?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
wawa-grill-los-angeles,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 34.074275, 'longitude': -118.247452}",(213) 268-2414,6954.187851193802,quZ-9iFhd0_wg2HS-12c_g,https://s3-media1.fl.yelpcdn.com/bphoto/xvvPKVRPm9vW2vYAl1fWYA/o.jpg,False,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA']}",Wawa Grill,+12132682414,$,3.0,12,[],https://www.yelp.com/biz/wawa-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
yarrow-los-angeles-2,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0675929, 'longitude': -118.3615449}",(323) 413-2773,3757.082821815989,CFAdI6CnreDmVzs4sdGphg,https://s3-media3.fl.yelpcdn.com/bphoto/qmXqfU7VkHTGKbkyFHE9tg/o.jpg,False,"{'address1': '487 S Fairfax Ave', 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['487 S Fairfax Ave', 'Los Angeles, CA 90036']}",Yarrow,+13234132773,,4.5,41,[],https://www.yelp.com/biz/yarrow-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
six-taste-los-angeles,"[{'alias': 'foodtours', 'title': 'Food Tours'}, {'alias': 'teambuilding', 'title': 'Team Building Activities'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]","{'latitude': 34.03732, 'longitude': -118.26116}",(213) 798-4749,5580.8995529348895,zJE6fz4evzVzhMOQzliZSw,https://s3-media4.fl.yelpcdn.com/bphoto/nol-EtaPVjvF_uXZ2lwiiA/o.jpg,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90015']}",Six Taste,+12137984749,,5.0,687,[],https://www.yelp.com/biz/six-taste-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
barbeques-galore-los-angeles,"[{'alias': 'appliances', 'title': 'Appliances'}, {'alias': 'grillingequipment', 'title': 'Grilling Equipment'}, {'alias': 'tableware', 'title': 'Tableware'}]","{'latitude': 34.0381799, 'longitude': -118.43326}",(310) 914-9693,10632.33074237997,gS8BcDw8NdBxQzGPAfxbyA,https://s3-media1.fl.yelpcdn.com/bphoto/tTDqVN5oMoAS1KWw_49VPQ/o.jpg,False,"{'address1': '11021 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90064', 'country': 'US', 'state': 'CA', 'display_address': ['11021 W Pico Blvd', 'Los Angeles, CA 90064']}",Barbeques Galore,+13109149693,$$,3.0,31,[],https://www.yelp.com/biz/barbeques-galore-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
papa-jakes-sub-shop-los-angeles,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]","{'latitude': 34.071591713114, 'longitude': -118.360162282897}",(323) 935-3743,3741.4006751976094,5k77USD2KqLcfuZvwsBkfQ,https://s3-media3.fl.yelpcdn.com/bphoto/ovjZgADnIxUGpB2DKJUDjQ/o.jpg,False,"{'address1': '6333 West 3rd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90063', 'country': 'US', 'state': 'CA', 'display_address': ['6333 West 3rd St', 'Los Angeles, CA 90063']}",Papa Jakes Sub Shop,+13239353743,$$,4.0,60,"['pickup', 'delivery']",https://www.yelp.com/biz/papa-jakes-sub-shop-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
eve-los-angeles,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0519387, 'longitude': -118.2675999}",(213) 632-1210,5069.328316323377,L95iQyXrXFgYdfD_IIxmbw,https://s3-media3.fl.yelpcdn.com/bphoto/_yD5tcmIkHTmDd_YuvYcVw/o.jpg,False,"{'address1': '1256 W 7th St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['1256 W 7th St', 'Los Angeles, CA 90017']}",Eve,+12136321210,,4.5,51,[],https://www.yelp.com/biz/eve-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
orleans-and-york-deli-los-angeles-7,"[{'alias': 'delis', 'title': 'Delis'}]","{'latitude': 34.0154169915983, 'longitude': -118.334741257683}",(323) 903-6650,5279.6829212901785,ZOoyjkDSBfN0dQy6jfwiwg,https://s3-media1.fl.yelpcdn.com/bphoto/p1uTLtdbcWmPadWV9t7Kjw/o.jpg,False,"{'address1': '3868 Crenshaw Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90008', 'country': 'US', 'state': 'CA', 'display_address': ['3868 Crenshaw Blvd', 'Los Angeles, CA 90008']}",Orleans & York Deli,+13239036650,$$,4.0,42,['pickup'],https://www.yelp.com/biz/orleans-and-york-deli-los-angeles-7?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
gourmet-central-beverly-hills,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.0591298451478, 'longitude': -118.385065064039}",(818) 836-1015,5872.927041310307,b07tHkOY98tUhFb3N7WJnQ,https://s3-media3.fl.yelpcdn.com/bphoto/cHpSuT_x3rHzZAJPoZvF-g/o.jpg,False,"{'address1': '8840 W Olympic Blvd', 'address2': None, 'address3': None, 'city': 'Beverly Hills', 'zip_code': '90211', 'country': 'US', 'state': 'CA', 'display_address': ['8840 W Olympic Blvd', 'Beverly Hills, CA 90211']}",Gourmet Central,+18188361015,,5.0,2,"['delivery', 'pickup']",https://www.yelp.com/biz/gourmet-central-beverly-hills?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
the-shelby-los-angeles,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0734, 'longitude': -118.374764}",(323) 424-3230,5089.564666619498,xroe2Kn7bSuUlS8RwQ2IMA,https://s3-media2.fl.yelpcdn.com/bphoto/buamy1SvGSIKOBcFp26hAg/o.jpg,False,"{'address1': '8445 W 3rd St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8445 W 3rd St', 'Los Angeles, CA 90048']}",The Shelby,+13234243230,,4.5,26,[],https://www.yelp.com/biz/the-shelby-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
